IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.86.193.161,443,443,TRUE,IAD,North America,Ashburn,227,0.39
34.150.233.190,443,443,TRUE,IAD,North America,Ashburn,217,0.37
34.91.228.224,443,443,TRUE,FRA,Europe,Frankfurt,331,0.37
34.65.246.204,443,443,TRUE,FRA,Europe,Frankfurt,331,0.37
34.48.14.173,443,443,TRUE,IAD,North America,Ashburn,212,0.37
35.194.78.251,443,443,TRUE,IAD,North America,Ashburn,210,0.36
34.86.193.161,443,443,TRUE,IAD,North America,Ashburn,214,0.36
34.85.128.43,443,443,TRUE,IAD,North America,Ashburn,288,0.36
34.86.193.161,443,443,TRUE,IAD,North America,Ashburn,304,0.36
34.150.233.190,443,443,TRUE,IAD,North America,Ashburn,312,0.36
34.85.128.43,443,443,TRUE,IAD,North America,Ashburn,272,0.36
34.154.55.209,443,443,TRUE,FRA,Europe,Frankfurt,300,0.36
34.48.14.173,443,443,TRUE,IAD,North America,Ashburn,286,0.36
34.85.128.43,443,443,TRUE,IAD,North America,Ashburn,215,0.36
34.35.36.97,2053,443,TRUE,JNB,Africa,Johannesburg,368,0.36
34.35.36.97,8443,443,TRUE,JNB,Africa,Johannesburg,376,0.35
34.65.119.116,443,443,TRUE,FRA,Europe,Frankfurt,302,0.35
34.90.76.0,443,443,TRUE,FRA,Europe,Frankfurt,319,0.35
34.65.108.37,443,443,TRUE,FRA,Europe,Frankfurt,325,0.32
35.246.139.115,443,443,TRUE,FRA,Europe,Frankfurt,390,0.28
34.85.128.43,443,443,TRUE,IAD,North America,Ashburn,229,0.27
